Epoch,Train_CQ,Valid_CQ
80,59.1175422668457,58.20929718017578
81,59.117706298828125,58.21004104614258
82,59.10935592651367,58.22003936767578
83,59.1293830871582,58.23051071166992
84,59.129310607910156,58.2302131652832
85,59.12677001953125,58.224212646484375
86,59.13606643676758,58.20020294189453
87,59.119510650634766,58.218231201171875
88,59.101505279541016,58.21648025512695
89,59.112884521484375,58.20178985595703
90,59.1134147644043,58.201988220214844
91,59.13917922973633,58.211551666259766
92,59.126773834228516,58.21664047241211
93,59.10467529296875,58.218421936035156
94,59.131011962890625,58.218345642089844
95,59.102718353271484,58.19880676269531
96,59.116615295410156,58.21604537963867
97,59.14502716064453,58.21599197387695
98,59.13789367675781,58.23261260986328
99,59.13039016723633,58.214046478271484
100,59.14592361450195,58.17759704589844
